"number" "anime_name_english" "anime_name_japanese" "rating" "favorite_count" "user_count" "airing_start" "year" "month" "day" "airing_end" "popularity_rank" "rating_rank" "age_rating" "age_rating_Guide" "total_episode" "total_length" "Genres" "Categories"
12668 "shelter" "シェルター" 81.45 189 23100 "2016-10-18" 2016 10 18 "2016-10-18" 470 357 "G" "All Ages" 1 6 "Sci-Fi/Music" "Science Fiction/Music"
13414 "steven-universe-season-3" NA 81.3 15 6541 "2016-05-12" 2016 5 12 "2016-08-10" 1691 373 "PG" NA 25 275 "Friendship/Family/Anime Influenced/Fantasy/Comedy/Adventure" "Comedy/Fantasy/Friendship/Adventure/United States/Contemporary Fantasy/Anime Influenced/Family/Kids/Coming Of Age"
10051 "shouwa-genroku-rakugo-shinjuu-tv" "昭和元禄落語心中" 81.27 497 18836 "2016-01-09" 2016 1 9 "2016-04-02" 616 378 "PG" "Teens 13 or older" 13 338 "Drama/Historical" "Performance/The Arts/Past/Asia/Earth/Japan/Friendship/Historical/Josei"
9725 "durarara-x2-ketsu" "デュラララ!!×2 結" 81.11 107 23425 "2016-01-09" 2016 1 9 "2016-03-26" 462 394 "R" "17+ (violence & profanity)" 12 288 "Action/Supernatural/Mystery" "Present/Earth/Japan/Tokyo/Asia/Action/Mystery"
11474 "hibike-euphonium-2" "響け！ユーフォニアム2" 81.02 162 14245 "2016-10-06" 2016 10 6 "2016-12-29" 821 407 "PG" "Teens 13 or older" 13 299 "Music/School/Drama" "Angst/High School/School Clubs/School Life/The Arts/Japan/Asia/Present/Earth/Music"
13429 "star-vs-the-forces-of-evil-season-2" NA 80.98 9 4538 "2016-07-11" 2016 7 11 "2017-02-27" 2174 413 NA NA 22 484 "Drama/Friendship/Mahou Shoujo/Anime Influenced/Fantasy/Magic/Comedy" "Comedy/Magic/Fantasy/Friendship/Magical Girl/Anime Influenced/Demon/Drama/Kids/Fantasy World"
12730 "detective-conan-episode-one-chiisaku-natta-meitantei" "名探偵コナン エピソードONE 小さくなった名探偵" 80.96 9 4167 "2016-12-09" 2016 12 9 "2016-12-09" 2303 415 "PG" "Teens 13 or older" 1 93 "Adventure/Mystery/Comedy/Police" "Comedy/Cops/Adventure/Mystery"
12292 "ansatsu-kyoushitsu-365-nichi-no-jikan" "劇場版 暗殺教室 365日の時間" 80.95 13 10382 "2016-11-19" 2016 11 19 "2016-11-19" 1135 418 "PG" "Teens 13 or older" 1 92 "Action/Comedy/School" "Comedy/School Life/Action"
13170 "kamisama-hajimemashita-kamisama-shiawase-ni-naru" "神様はじめました「神様、幸せになる」" 80.91 10 4860 "2016-12-20" 2016 12 20 "2016-12-20" 2075 421 "PG" "Teens 13 or older" 1 12 "Comedy/Supernatural/Demons/Fantasy/Romance" "Comedy/Fantasy/Demon/Romance/Shoujo"
13417 "steven-universe-season-4" NA 80.89 13 5354 "2016-08-11" 2016 8 11 "2017-05-11" 1943 428 "PG" NA 25 275 "Friendship/Family/Anime Influenced/Fantasy/Comedy/Adventure" "Comedy/Fantasy/Friendship/Adventure/United States/Contemporary Fantasy/Anime Influenced/Family/Kids/Coming Of Age"
12563 "servamp-specials" "SERVAMP-サーヴァンプ- オリジナルビデオアニメーション「Sleepy Life of SERVAMP」" 80.85 6 4226 "2016-11-25" 2016 11 25 "2017-02-24" 2281 434 "PG" "Teens 13 or older" 3 60 "Comedy" "Comedy/Josei"
12683 "pripara-3" "プリパラ" 80.83 0 118 "2016-04-05" 2016 4 5 "2017-03-28" 10434 438 "PG" "Children" 51 1173 "Music/School/Slice of Life" "School Life/Music/Slice of Life/Shoujo"
10464 "relife" "ReLIFE" 80.76 517 44748 "2016-07-02" 2016 7 2 "2016-09-24" 184 453 "PG" "Teens 13 or older" 13 299 "Romance/School/Slice of Life" "Coming Of Age/School Life/High School/Friendship/Romance/Slice of Life/Seinen"
7234 "kono-sekai-no-katasumi-ni" "この世界の片隅に" 80.75 89 10855 "2016-11-12" 2016 11 12 "2016-11-12" 1088 455 "PG" "Teens 13 or older" 1 126 "Drama/Historical" "World War II/Japan/Asia/Earth/Past/Historical"
11759 "gintama-ova" "銀魂　愛染香篇" 80.66 4 5502 "2016-08-04" 2016 8 4 "2016-11-04" 1907 475 "PG" "Teens 13 or older" 2 52 "Comedy/Parody" "Comedy/Parody"
11891 "kuroko-no-basket-movie-3" "劇場版「黒子のバスケ」ウインターカップ総集編～扉の向こう～" 80.55 5 4215 "2016-12-03" 2016 12 3 "2016-12-03" 2286 496 "PG" "Teens 13 or older" 1 1 "Comedy/Sports" "Comedy/Sports/Shounen/Basketball"
13425 "miraculous-ladybug-season-2" NA 80.51 50 5156 "2016-12-11" 2016 12 11 "2018-11-18" 1991 507 "G" NA 26 572 "Mahou Shoujo/Anime Influenced/Super Power/Romance/Comedy/Action" "Comedy/Super Power/Romance/Action/Magical Girl/Anime Influenced/Henshin"
11825 "voltron-legendary-defender" NA 80.45 95 7049 "2016-06-10" 2016 6 10 "2016-06-10" 1595 519 NA NA 11 253 "Anime Influenced/Mecha/Sci-Fi/Action/Space" "Science Fiction/Space/Mecha/Action/Alien/Piloted Robot/Humanoid Alien/Transforming Craft/Anime Influenced"
11889 "kuroko-no-basket-movie-1-winter-cup-soushuuhen-kage-to-hikari" "劇場版「黒子のバスケ」ウインターカップ総集編～影と光～" 80.35 9 3292 "2016-09-03" 2016 9 3 "2016-09-03" 2656 545 "PG" "Teens 13 or older" 1 87 "School/Sports" "Sports/School Life/Shounen/Basketball"
12045 "yahari-ore-no-seishun-love-comedy-wa-machigatteiru-zoku-ova" "やはり俺の青春ラブコメはまちがっている. 続 きっと, 女の子はお砂糖とスパイスと素敵な何かでできている。" 80.31 22 12460 "2016-10-27" 2016 10 27 "2016-10-27" 952 555 "PG" "Teens 13 or older" 1 23 "Comedy/Romance/School/Friendship" "Earth/High School/School Clubs/School Life/Romance/Japan/Slow When It Comes To Love/Asia/Present/Comedy"
12629 "rwby-iv-character-short" NA 79.93 5 3232 "2016-10-03" 2016 10 3 "2016-10-03" 2686 612 "PG" NA 1 5 "Anime Influenced/Fantasy/Action" "Fantasy/Action/Fantasy World/Anime Influenced"
12005 "mobile-suit-gundam-iron-blooded-orphans-2" "機動戦士ガンダム 鉄血のオルフェンズ 第2期" 79.86 60 7809 "2016-10-02" 2016 10 2 "2017-04-02" 1458 628 "R" "Violence, Profanity" 25 600 "Mecha/Space/Sci-Fi/Drama/Action" "Mecha/Space/Action/Science Fiction/Space Battles/Other Planet/Earth/Politics/War/Revenge"
11341 "akagami-no-shirayuki-hime-ova" "赤髪の白雪姫 ～なんでもない宝物、この頁～" 79.85 21 6231 "2016-01-05" 2016 1 5 "2016-01-05" 1762 629 "PG" "Teens 13 or older" 1 24 "Drama/Fantasy/Romance" "Fantasy/Drama/Romance"
11627 "koutetsujou-no-kabaneri-prologue" NA 79.6 8 2095 "2016-03-18" 2016 3 18 "2016-03-18" 3434 673 "R" NA 1 68 "Fantasy/Drama/Action/Zombies" "Fantasy/Drama/Action/Zombie"
11126 "ushio-to-tora-tv-2" "うしおととら" 79.54 36 8169 "2016-04-01" 2016 4 1 "2016-06-24" 1405 685 "PG" "Teens 13 or older" 13 312 "Action/Demons/Supernatural/Comedy/Adventure" "Comedy/Fantasy/Demon/Shounen/Action/Supernatural"
11538 "tanaka-kun-wa-itsumo-kedaruge" "田中くんはいつもけだるげ" 79.54 287 23404 "2016-04-09" 2016 4 9 "2016-06-25" 463 684 "PG" "Teens 13 or older" 12 288 "Comedy/School/Slice of Life" "High School/Japan/Comedy/Slice of Life/Asia/Earth/School Life"
11497 "detective-conan-movie-20" "劇場版　名探偵コナン　純黒の悪夢（ナイトメア）" 78.93 8 2406 "2016-04-16" 2016 4 16 "2016-04-16" 3195 765 "G" "All Ages" 1 112 "Action/Mystery/Police" "Cops/Action/Mystery"
13424 "steven-universe-season-4-specials" NA 78.81 2 479 "2016-10-03" 2016 10 3 "2016-10-03" 6473 789 NA NA 5 16 "Friendship/Family/Anime Influenced/Fantasy/Comedy/Adventure" "Comedy/Fantasy/Friendship/Adventure/United States/Contemporary Fantasy/Anime Influenced/Family/Kids"
11890 "kuroko-no-basket-movie-winter-cup-soushuuhen-namida-no-saki-e" "劇場版「黒子のバスケ」ウインターカップ総集編～涙の先へ～" 78.8 5 2049 "2016-10-08" 2016 10 8 "2016-10-08" 3478 792 "PG" "Teens 13 or older" 1 1 "School/Sports" "Sports/School Life/Shounen/Basketball"
11339 "bungou-stray-dogs" "文豪ストレイドッグス" 78.72 771 46891 "2016-04-07" 2016 4 7 "2016-06-23" 173 806 "R" "17+ (violence & profanity)" 12 276 "Mystery/Supernatural/Action/Comedy" "Comedy/Action/Crime/Detective/Mafia/The Arts/Historical/Super Power/Conspiracy/Mystery"
11028 "drifters-tv" "DRIFTERS" 78.6 197 26006 "2016-10-07" 2016 10 7 "2016-12-23" 403 840 "R" "17+ (violence & profanity)" 12 276 "Samurai/Historical/Fantasy/Comedy/Adventure/Action" "Elf/Feudal Warfare/Dark Fantasy/Parallel Universe/Violence/Action/Swordplay/Fantasy/Military/Samurai"
12279 "rwby-iv" NA 78.57 77 4959 "2016-10-22" 2016 10 22 "2017-02-04" 2048 848 "PG" NA 12 240 "Anime Influenced/Fantasy/Comedy/Action" "Comedy/Fantasy/Action/Fantasy World/Anime Influenced"
11167 "persona-3-the-movie-4-winter-of-rebirth" "PERSONA3 THE MOVIE —#4 Winter of Rebirth—" 78.45 31 4318 "2016-01-23" 2016 1 23 "2016-01-23" 2256 889 "R" "17+ (violence & profanity)" 1 105 "Action/Fantasy/Supernatural" "Fantasy/Action"
11415 "bishoujo-senshi-sailor-moon-crystal-death-busters-hen" "美少女戦士セーラームーンCrystal　第３期＜デス・バスターズ編＞" 78.25 41 3994 "2016-04-04" 2016 4 4 "2016-06-27" 2357 932 "PG" "Teens 13 or older" 13 336 "Demons/Romance/Magic/Mahou Shoujo" "Tokyo/Henshin/Magic/Anthropomorphism/Magical Girl/Action/Romance/Japan/Asia/Plot Continuity"
11740 "dragon-nest-throne-of-elves" "龙之谷：精灵王座" 78.23 1 370 "2016-08-19" 2016 8 19 "2016-08-19" 7155 937 "PG" "Children" 1 104 "Action/Adventure/Fantasy/Magic" "Magic/Fantasy/Action/Adventure"
11752 "kono-subarashii-sekai-ni-shukufuku-wo-ova" "この素晴らしい世界に祝福を! 第11話 この素晴らしいチヨーカーに祝福を!" 78.19 39 16331 "2016-06-24" 2016 6 24 "2016-06-24" 707 948 "PG" "Teens 13 or older" 1 23 "Comedy/Fantasy/Magic/Supernatural/Adventure" "Fantasy/Deity/Ecchi/Comedy/Parallel Universe/Harem/Parody"
11376 "gate-jieitai-kanochi-nite-kaku-tatakaeri-2" "GATE（ゲート）自衛隊　彼の地にて、斯く戦えり　第2クール" 77.96 182 25679 "2016-01-09" 2016 1 9 "2016-03-26" 409 986 "R" "17+ (violence & profanity)" 12 276 "Military/Fantasy/Adventure/Action" "Politics/Parallel Universe/Fantasy World/Adventure/Disaster/Plot Continuity/Violence/Present/Action/Fantasy"
11654 "d-gray-man-hallow" "ディー・グレイマン ハロー" 77.78 77 11429 "2016-07-05" 2016 7 5 "2016-09-27" 1037 1017 "R" "17+ (violence & profanity)" 13 299 "Action/Demons/Super Power/Adventure" "Super Power/Demon/Action/Shounen"
13296 "miraculous-ladybug-christmas-special" NA 77.74 5 1862 "2016-12-11" 2016 12 11 "2016-12-11" 3638 1022 NA NA 1 23 "Mahou Shoujo/Anime Influenced/Super Power/Romance/Comedy/Action" "Comedy/Super Power/Romance/Action/Magical Girl/Anime Influenced/Henshin"
12053 "planetarian-hoshi-no-hito" "planetarian～星の人～" 77.73 10 3196 "2016-09-03" 2016 9 3 "2016-09-03" 2705 1025 "PG" "Teens 13 or older" 1 117 "Sci-Fi/Drama/Magic" "Magic"
12107 "mobile-suit-gundam-thunderbolt-december-sky" "機動戦士ガンダム サンダーボルト DECEMBER SKY" 77.64 14 1573 "2016-06-25" 2016 6 25 "2016-06-25" 3933 1044 "R" "17+ (violence & profanity)" 1 69 "Action/Drama/Mecha/Military/Sci-Fi/Space" "Shipboard/Future/Robot/Piloted Robot/Science Fiction/Action/Mecha/Space/Military"
11957 "91-days" "91Days" 77.59 329 30519 "2016-07-09" 2016 7 9 "2016-10-01" 324 1055 "R" "17+ (violence & profanity)" 12 288 "Drama/Historical/Action/Crime" "Earth/Mafia/Gunfights/United States/Crime/Revenge/Americas/Drama/Past/Action"
12052 "tanaka-kun-wa-itsumo-kedaruge-specials" "田中くんはいつもけだるげ特典" 77.44 4 2737 "2016-06-24" 2016 6 24 "2016-12-22" 2959 1103 "PG" NA 7 28 "Comedy/School/Slice of Life" "Comedy/School Life/Slice of Life"
11767 "non-non-biyori-repeat-ova" "のんのんびより りぴーと 蛍が楽しんだ" 77.41 4 2719 "2016-09-23" 2016 9 23 "2016-09-23" 2976 1113 "PG" "Teens 13 or older" 1 24 "Comedy/School/Slice of Life" "Earth/Japan/Countryside/Slice of Life/Asia/Present/Comedy/School Life"
12115 "ajin-2nd-season" "亜人 第2クール" 77.32 46 14100 "2016-10-08" 2016 10 8 "2016-12-24" 829 1140 "R" "17+ (violence & profanity)" 13 312 "Action/Horror/Mystery/Supernatural" "Fantasy/Horror/Action/Mystery"
41246 "cmfu-xueyuan-wangzi-peng-peng-qui" "CMFU学院：王子碰碰球" 77.32 24 1580 "2016-11-03" 2016 11 3 "2017-04-06" 3923 1142 "PG" NA 24 264 "Sports/School/Romance" "Sports/School Clubs/Romance/School Life"
12137 "zaregoto" "クビキリサイクル 青色サヴァンと戯言遣い" 77.28 37 6431 "2016-10-26" 2016 10 26 "2017-09-27" 1716 1149 "R" "17+ (violence & profanity)" 8 240 "Supernatural/Mystery/Drama/Action" "Fantasy/Drama/Action/Mystery"
11433 "nejimaki-seirei-senki-tenkyou-no-alderamin" "ねじ巻き精霊戦記 天鏡のアルデラミン" 77.24 117 17274 "2016-07-09" 2016 7 9 "2016-10-01" 670 1154 "R" "17+ (violence & profanity)" 13 299 "Fantasy/Adventure/Action/Military" "Steampunk/Science Fiction/Action/Adventure/Violence/Fantasy/Military"
11868 "aikatsu-stars" "アイカツスターズ！" 77.18 35 1684 "2016-04-07" 2016 4 7 "2018-03-29" 3812 1176 "PG" "Children" 100 NA "Music/School/Slice of Life" "Earth/Henshin/Idol/School Life/The Arts/Japan/Asia/Music/Slice of Life"
12565 "orange-mirai" "orange －未来－" 77.14 10 7096 "2016-11-18" 2016 11 18 "2016-11-18" 1584 1181 "PG" "Teens 13 or older" 1 63 "Drama/Romance/School/Sci-Fi" "Science Fiction/School Life/Drama/Romance/Shoujo"
11823 "udon-no-kuni-no-kiniro-kemari" "うどんの国の金色毛鞠" 77.13 49 8164 "2016-10-09" 2016 10 9 "2016-12-25" 1407 1185 "PG" "Teens 13 or older" 12 264 "Fantasy/Slice of Life" "Earth/Japan/Asia/Present/Fantasy/Slice of Life"
8100 "trick-or-alice" "トリック・オア・アリス" 77.12 32 1664 "2016-12-22" 2016 12 22 "2016-12-22" 3826 1188 "R" "Mild Nudity" 1 -1647 "Fantasy" "Reverse Harem/Fantasy"
12090 "meiji-tokyo-renka-hanakagami-no-fantasia" "劇場版 明治東亰恋伽 〜花鏡の幻想曲〜" 77.05 7 609 "2016-05-06" 2016 5 6 "2016-05-06" 5861 1200 "PG" "Teens 13 or older" 1 0 "Fantasy/Harem/Historical/Romance" "Historical/Harem/Fantasy/Romance"
11838 "thunderbolt-fantasy" NA 76.97 16 1116 "2016-07-08" 2016 7 8 "2016-09-30" 4585 1226 "PG" NA 13 312 "Action/Fantasy/Historical" "Historical/Fantasy/Action/Swordplay/Martial Arts"
11535 "dofus-book-i-julith" NA 76.91 4 365 "2016-02-03" 2016 2 3 "2016-02-03" 7208 1240 NA NA 1 108 "Anime Influenced/Fantasy/Magic/Comedy/Action" "Comedy/Magic/Fantasy/Action/Anime Influenced"
11547 "digimon-adventure-tri-3-kokuhaku" "デジモンアドベンチャーtri.（トライ）第３章「告白」" 76.71 14 4469 "2016-09-24" 2016 9 24 "2016-09-24" 2201 1294 "PG" "Teens 13 or older" 1 106 "Comedy/Adventure/Action/Drama/Friendship" "Japan/Fantasy/Proxy Battles/Action/Adventure/Comedy/Friendship"
10441 "tamayura-sotsugyou-shashin-part-4" "たまゆら～卒業写真～ 第4部 朝-あした-" 76.69 4 1238 "2016-04-02" 2016 4 2 "2016-04-02" 4388 1298 "G" "All Ages" 1 57 "Comedy/Slice of Life/Drama" "Comedy/Slice of Life/Drama"
12725 "diamond-no-ace-second-season-ova" "ダイヤのA[エース]～Second Season OAD～" 76.68 0 632 "2016-08-15" 2016 8 15 "2016-10-17" 5765 1302 "PG" "Teens 13 or older" 2 48 "Comedy/Sports/School/Friendship" "Comedy/Sports/School Life/Friendship/Shounen"
11844 "orange" "orange（オレンジ）" 76.64 368 34235 "2016-07-04" 2016 7 4 "2016-09-26" 278 1312 "PG" "Teens 13 or older" 13 312 "Romance/Sci-Fi/Drama/School" "School Life/Science Fiction/Romance/Shoujo"
11447 "hai-to-gensou-no-grimgar" "灰と幻想のグリムガル" 76.59 392 34894 "2016-01-11" 2016 1 11 "2016-03-28" 269 1332 "PG" "Teens 13 or older" 12 288 "Fantasy/Drama/Adventure/Action" "Parallel Universe/Plot Continuity/Fantasy/Action/Adventure"
40583 "turning-mecard-w" "터닝메카드 W" 76.54 0 113 "2016-05-19" 2016 5 19 "2016-08-25" 10553 1349 "PG" NA 26 728 "Mecha/Game/Kids/Cars/Adventure" "Adventure/Proxy Battles/Mecha"
11053 "new-initial-d-movie-legend-3-mugen" "新劇場版　頭文字［イニシャル］D Legend3 -夢現-" 76.52 3 1363 "2016-02-06" 2016 2 6 "2016-02-06" 4205 1359 "PG" "Teens 13 or older" 1 60 "Sports/Cars/Racing" "Sports/Motorsport/Seinen/Drifting/Street Racing"
11509 "pripara-movie-mi-nna-no-akogare-let-s-go-prix-paris" "映画 プリパラ み～んなのあこがれ♪ レッツゴー☆プリパリ" 76.52 1 187 "2016-03-12" 2016 3 12 "2016-03-12" 9122 1358 "PG" "Children" 1 72 "Music/School/Slice of Life" "School Life/Music/Slice of Life/Shoujo"
12518 "wu-geng-gi" "武庚纪" 76.42 1 310 "2016-06-24" 2016 6 24 "2017-08-24" 7682 1391 "PG" "Teens 13 or older" 30 NA "Historical/Martial Arts/Fantasy/Supernatural/Action" "Historical/Action/Martial Arts/Fantasy"
11467 "new-game" "NEW GAME!" 76.42 258 24066 "2016-07-04" 2016 7 4 "2016-09-19" 449 1388 "PG" "Teens 13 or older" 12 288 "Game/Slice of Life/Comedy/Workplace" "Working Life/The Arts/Japan/Slice of Life/Asia/Present/Earth/Comedy"
11418 "to-love-ru-darkness-2nd-ova" "To LOVEる -とらぶる- ダークネス2nd" 76.4 12 4901 "2016-01-04" 2016 1 4 "2016-12-02" 2063 1398 "R" "Mild Nudity" 3 66 "Harem/Ecchi/School/Romance/Sci-Fi/Comedy" "Comedy/Science Fiction/School Life/Harem/Romance/Ecchi"
12669 "rwby-iv-world-of-remnant" NA 76.4 4 872 "2016-10-17" 2016 10 17 "2017-01-14" 5068 1396 "PG" NA 8 31 "Anime Influenced/Fantasy" "Fantasy/Fantasy World/Anime Influenced"
11317 "flying-witch" "ふらいんぐうぃっち" 76.28 172 18906 "2016-04-10" 2016 4 10 "2016-06-26" 612 1425 "PG" "Teens 13 or older" 12 276 "Comedy/Slice of Life/Supernatural/Magic" "Countryside/Contemporary Fantasy/Slice of Life/Present/Earth/Fantasy/Japan/Asia/Magic/Comedy"
11997 "flip-flappers" "フリップフラッパーズ" 76.27 209 13791 "2016-10-06" 2016 10 6 "2016-12-29" 851 1429 "PG" "Teens 13 or older" 13 312 "Magic/Adventure/Sci-Fi/Comedy" "Fantasy/Contemporary Fantasy/Magic/Alternative Present/Fantasy World/Present/Science Fiction/Comedy"
11870 "amaama-to-inazuma" "甘々と稲妻" 76.18 146 18353 "2016-07-05" 2016 7 5 "2016-09-20" 639 1455 "PG" "Teens 13 or older" 12 288 "Comedy/Slice of Life" "Earth/Cooking/Friendship/Japan/Slice of Life/Asia/Present/Comedy"
12228 "one-piece-heart-of-gold" "ワンピース ～ハートオブ ゴールド～" 76.16 2 3336 "2016-07-16" 2016 7 16 "2016-07-16" 2627 1459 "PG" "Teens 13 or older" 1 105 "Action/Adventure/Comedy/Drama/Fantasy/Friendship" "Comedy/Fantasy/Drama/Action/Friendship/Adventure/Shounen/Pirate"
41505 "to-love-ru-darkness-2nd-specials-special" "To LOVEる -とらぶる- ダークネス2nd" 76.15 5 2363 "2016-02-26" 2016 2 26 "2016-02-26" 3218 1461 NA "Mild Nudity" 2 46 "Comedy/Sci-Fi/School/Harem/Romance/Ecchi" ""
11414 "nanatsu-no-taizai-seisen-no-shirushi" "七つの大罪 聖戦の予兆" 76.1 125 30395 "2016-08-28" 2016 8 28 "2016-09-18" 327 1480 "PG" "Teens 13 or older" 4 96 "Magic/Ecchi/Fantasy/Supernatural/Adventure/Action" "Fantasy/Action/Ecchi/Adventure"
12277 "huyao-xiao-hongniang-yue-hong" "狐妖小红娘 月红" 75.95 5 859 "2016-06-24" 2016 6 24 "2016-09-16" 5098 1532 "PG" "Teens 13 or older" 13 182 "Supernatural/Historical/Comedy/Romance" "Comedy/Romance"
10044 "garo-divine-flame" "劇場版 牙狼〈GARO〉‐DIVINE FLAME‐" 75.92 4 2128 "2016-05-21" 2016 5 21 "2016-05-21" 3406 1542 "R" "17+ (violence & profanity)" 1 78 "Action/Demons/Fantasy/Supernatural/Magic" "Magic/Fantasy/Demon/Action"
11933 "durarara-x2-ketsu-dufufufu" "デュラララ!!×２ 結　第19.5話「デュフフフ!!」" 75.92 5 3657 "2016-07-27" 2016 7 27 "2016-07-27" 2480 1537 "R" "17+ (violence & profanity)" 1 23 "Action/Mystery/Supernatural" "Fantasy/Action/Mystery"
12087 "drifters-special-edition" "DRIFTERS Special edition" 75.9 5 2139 "2016-06-06" 2016 6 6 "2016-06-06" 3397 1552 "R" "17+ (violence & profanity)" 1 41 "Action/Adventure/Comedy/Fantasy/Historical/Samurai" "Comedy/Historical/Samurai/Fantasy/Action/Adventure/Seinen/Isekai"
11737 "kanojo-to-kanojo-no-neko-everything-flows" "彼女と彼女の猫 -Everything Flows-" 75.86 58 8335 "2016-03-04" 2016 3 4 "2016-03-25" 1379 1559 "G" "All Ages" 4 28 "Psychological/Slice of Life/Romance" "Japan/Present/Romance/Slice of Life/Psychological"
13139 "hua-jiang-hu-zhi-bu-liang-ren-2nd-season" "画江湖之不良人第二季" 75.85 2 245 "2016-07-21" 2016 7 21 "2017-04-20" 8375 1565 "R" "17+ (violence & profanity)" 40 800 "Adventure/Martial Arts/Historical/Drama/Romance" "Historical/Drama/Romance/Adventure/Martial Arts"
11818 "uchuu-patrol-luluco" "宇宙パトロールルル子" 75.77 174 11808 "2016-04-01" 2016 4 1 "2016-06-24" 1006 1591 "PG" "Teens 13 or older" 13 91 "Space/Comedy/Action/Adventure" "Earth/Middle School/Tokyo/Absurdist Humour/Alien/School Life/Law And Order/Science Fiction/Japan/Comedy"
41196 "ze-tian-ji-2nd-season" "择天记 第二季" 75.75 0 172 "2016-07-20" 2016 7 20 "2016-10-05" 9374 1601 "PG" NA 12 180 "Fantasy/Action/Adventure" "Adventure/Action/Fantasy"
11939 "fune-wo-amu" "舟を編む" 75.75 43 7653 "2016-10-14" 2016 10 14 "2016-12-23" 1491 1596 "PG" "Teens 13 or older" 11 242 "Drama/Slice of Life/Romance" "Plot Continuity/Romance/Slice of Life"
11613 "koyomimonogatari" "暦物語" 75.7 48 12285 "2016-01-10" 2016 1 10 "2016-03-27" 967 1615 "R" "17+ (violence & profanity)" 12 168 "Comedy/Mystery/Supernatural" "Comedy/Fantasy/Mystery"
11751 "sakamoto-desu-ga" "坂本ですが？" 75.61 218 34013 "2016-04-08" 2016 4 8 "2016-07-01" 282 1633 "PG" "Teens 13 or older" 12 288 "Comedy/School/Slice of Life" "High School/Comedy/School Life"
12225 "fairy-tail-ova-2016" "フェアリーテイル OVA第2期" 75.57 24 4823 "2016-05-17" 2016 5 17 "2016-12-16" 2088 1644 "PG" "Teens 13 or older" 3 81 "Comedy/Ecchi/Fantasy/Magic/Friendship" "Comedy/Magic/Fantasy/Ecchi/Friendship/Shounen"
13999 "lastman" NA 75.45 8 172 "2016-11-22" 2016 11 22 "2016-12-14" 9363 1687 "R" NA 26 338 "Anime Influenced" "Action/Sports/Boxing/Adventure/Super Power/Fantasy/Anime Influenced"
12544 "shuangsheng-lingtan" "双生灵探" 75.38 6 1083 "2016-08-25" 2016 8 25 "2017-01-05" 4644 1708 "R" "17+ (violence & profanity)" 20 280 "Psychological/Mystery" "Psychological/Mystery"
12156 "yowamushi-pedal-spare-bike" "弱虫ペダル SPARE BIKE" 75.35 1 769 "2016-09-09" 2016 9 9 "2016-09-09" 5311 1719 "PG" "Teens 13 or older" 1 60 "Comedy/Drama/Sports/Racing" "Comedy/Sports/Motorsport/Drama"
11362 "durarara-x2-ten-onoroke-chakapoko" "デュラララ!!×２ 転　第13.5話「お惚気チャカポコ」" 75.33 9 3716 "2016-01-27" 2016 1 27 "2016-01-27" 2461 1727 "R" "17+ (violence & profanity)" 1 24 "Action/Mystery/Supernatural" "Fantasy/Action/Mystery"
11771 "boruto-naruto-the-movie-naruto-ga-hokage-ni-natta-hi" "BORUTO -NARUTO THE MOVIE- ナルトが火影になった日" 75.31 22 5759 "2016-07-06" 2016 7 6 "2016-07-06" 1855 1734 "PG" "Teens 13 or older" 1 10 "Action/Comedy/Martial Arts/Super Power" "Comedy/Super Power/Action/Martial Arts/Shounen"
11352 "aikatsu-stars-movie" "劇場版 アイカツ スターズ！" 75.31 2 586 "2016-08-13" 2016 8 13 "2016-08-13" 5946 1740 "PG" NA 1 87 "Music/School/Slice of Life" "School Life/Music/Slice of Life"
12105 "danganronpa-3-the-end-of-kibougamine-gakuen-zetsubou-hen" "ダンガンロンパ3 -The End of 希望ヶ峰学園- 絶望編" 75.28 167 13655 "2016-07-14" 2016 7 14 "2016-09-22" 864 1756 "R" "17+ (violence & profanity)" 11 253 "School/Action/Horror/Mystery/Psychological" "Horror/Action/Psychological/Mystery"
12102 "rwby-chibi" NA 75.2 19 1071 "2016-05-07" 2016 5 7 "2016-10-15" 4673 1783 "PG" NA 24 96 "Anime Influenced/Fantasy/Comedy" "Super Deformed/Comedy/Fantasy/Fantasy World/Anime Influenced"
12293 "koro-sensei-q" "殺せんせーQ!" 75.18 6 2782 "2016-11-19" 2016 11 19 "2016-11-19" 2930 1788 "PG" "Teens 13 or older" 1 80 "Comedy" "Comedy/Fantasy/Super Deformed"
12554 "danganronpa-3-the-end-of-kibougamine-gakuen-kibou-hen" "ダンガンロンパ３-The End of 希望ヶ峰学園-希望編" 75.17 81 8592 "2016-09-29" 2016 9 29 "2016-09-29" 1343 1791 "R" "17+ (violence & profanity)" 1 24 "Action/Horror/Mystery/Psychological" "Horror/Action/Psychological/Mystery"
11438 "fate-kaleid-liner-prisma-illya-3rei" "Fate/kaleid liner プリズマ☆イリヤ 3rei!!" 75.16 34 7207 "2016-07-06" 2016 7 6 "2016-09-21" 1565 1795 "PG" "Teens 13 or older" 12 288 "Fantasy/Magic/Comedy/Action/Mahou Shoujo" "Magic/Magical Girl/Contemporary Fantasy/Japan/Asia/Parallel Universe/Present/Earth/Fantasy/Action"
6103 "da-yu-hai-tang" "大鱼海棠" 75.14 11 3047 "2016-07-08" 2016 7 8 "2016-07-08" 2793 1805 "PG" "Teens 13 or older" 1 89 "Adventure/Supernatural/Drama/Romance" "Fantasy/Adventure"
