"number" "anime_name_english" "anime_name_japanese" "rating" "favorite_count" "user_count" "airing_start" "year" "month" "day" "airing_end" "popularity_rank" "rating_rank" "age_rating" "age_rating_Guide" "total_episode" "total_length" "Genres" "Categories"
12291 "zhen-hun-jie" "镇魂街" 75.07 2 1232 "2016-04-28" 2016 4 28 "2016-10-20" 4397 1836 "PG" "Teens 13 or older" 24 336 "Action/Supernatural" "Fantasy/Contemporary Fantasy/Action"
12674 "rwby-the-story-so-far" NA 75.02 3 502 "2016-10-18" 2016 10 18 "2016-10-18" 6352 1847 "PG" NA 1 4 "Anime Influenced/Fantasy/Adventure/Action" "Fantasy/Action/Adventure/Fantasy World/Anime Influenced"
11368 "ajin" "亜人" 74.88 202 28679 "2016-01-16" 2016 1 16 "2016-04-09" 357 1892 "R" "17+ (violence & profanity)" 13 312 "Horror/Supernatural/Mystery/Action" "Fantasy/Horror/Action/Mystery"
41416 "boku-dake-ga-inai-machi-recap" "僕だけがいない街" 74.84 5 1385 "2016-02-16" 2016 2 16 "2016-03-18" 4179 1910 "R" NA 2 48 "Mystery/Supernatural/Psychological" "Mystery/Supernatural/Time Travel/Seinen/Psychological"
11365 "charlotte-special" "Charlotte（シャーロット）特別篇 強い者たち" 74.84 28 9448 "2016-03-30" 2016 3 30 "2016-03-30" 1224 1911 "PG" "Teens 13 or older" 1 24 "Drama/School/Super Power" "Super Power/School Life"
12501 "koutetsujou-no-kabaneri-soushuuhen-1" "甲鉄城のカバネリ 総集編｛前編｝集う光" 74.81 3 2027 "2016-12-31" 2016 12 31 "2016-12-31" 3492 1924 "R" "17+ (violence & profanity)" 1 1 "Action/Drama/Fantasy/Horror/Zombies" "Fantasy/Horror/Drama/Action/Zombie"
12276 "huyao-xiao-hongniang-wangquan-fugui" "狐妖小红娘 王权富贵" 74.8 5 1025 "2016-01-08" 2016 1 8 "2016-04-15" 4749 1931 "PG" "Teens 13 or older" 14 140 "Historical/Comedy/Romance/Supernatural" "Comedy/Fantasy/Romance"
11689 "hetalia-the-world-twinkle-surprise-halloween" "「 ヘタリア The World Twinkle 」 えくすとらでぃすく" 74.77 1 780 "2016-02-24" 2016 2 24 "2016-02-24" 5277 1942 "PG" "Teens 13 or older" 1 12 "Comedy/Historical/Parody" "Comedy/Historical/Parody"
11477 "arslan-senki-tv-fuujin-ranbu" "アルスラーン戦記  風塵乱舞" 74.69 27 8222 "2016-07-03" 2016 7 3 "2016-08-21" 1397 1968 "R" "17+ (violence & profanity)" 8 192 "Historical/Fantasy/Supernatural/Drama/Adventure/Action" "Swordplay/Revenge/War/Action/Disaster/Plot Continuity/Violence/Military/Historical/Fantasy"
11540 "crayon-shin-chan-movie-24-bakusui-yumemi-world-dai-totsugeki" "映画クレヨンしんちゃん 爆睡! ユメミーワールド大突撃" 74.68 1 342 "2016-04-16" 2016 4 16 "2016-04-16" 7365 1973 "G" "All Ages" 1 1 "Comedy/Kids" "Comedy/Kids"
11956 "aggressive-retsuko" "アグレッシブ烈子" 74.66 30 3714 "2016-04-02" 2016 4 2 "2018-03-31" 2462 1975 "PG" "Teens 13 or older" 100 100 "Comedy/Music" "Working Life/Slice of Life/Comedy/Music/Anthropomorphism"
11325 "kantai-collection-kancolle-movie" "劇場版 艦これ" 74.62 18 3161 "2016-11-26" 2016 11 26 "2016-11-26" 2719 2002 "PG" "Teens 13 or older" 1 93 "Drama/Action/School/Sci-Fi/Slice of Life/Military" "Science Fiction/School Life/Military/Slice of Life/Action"
12747 "life" "LIFE!" 74.58 0 299 "2016-08-04" 2016 8 4 "2016-10-13" 7777 2016 "PG" "Teens 13 or older" 2 NA "Comedy/Slice of Life" "Comedy/Slice of Life"
12080 "mahoutsukai-precure-movie" "映画魔法つかいプリキュア！奇跡の変身！キュアモフルン！" 74.42 1 340 "2016-10-29" 2016 10 29 "2016-10-29" 7388 2085 "G" "All Ages" 1 1 "Action/Fantasy/Magic/School/Slice of Life/Mahou Shoujo" "Magic/School Life/Fantasy/Slice of Life/Action/Magical Girl"
11437 "kiznaiver" "キズナイーバー" 74.39 432 37146 "2016-04-09" 2016 4 9 "2016-06-25" 235 2088 "PG" "Teens 13 or older" 12 288 "Romance/Drama/Sci-Fi" "Unrequited Love/Human Enhancement/Love Polygon/Science Fiction/Romance/Japan/Asia/Present/Earth"
11197 "doraemon-movie-36-shin-nobita-no-nippon-tanjou" "映画 ドラえもん 新・のび太の日本誕生" 74.36 0 200 "2016-03-05" 2016 3 5 "2016-03-05" 8921 2101 "PG" "Children" 1 104 "Adventure/Comedy/Fantasy/Kids" "Time Travel/Science Fiction/Asia/Japan/Earth/Fantasy/Adventure/Comedy/Kids"
12256 "aikatsu-nerawareta-mahou-no-aikatsu-card" "アイカツ！〜ねらわれた魔法のアイカツ！カード〜" 74.34 1 445 "2016-08-13" 2016 8 13 "2016-08-13" 6666 2105 "PG" "Children" 1 27 "Music/School/Slice of Life" "School Life/Music/Slice of Life/Kids/Shoujo/Idol/Comedy"
11579 "danganronpa-3-the-end-of-kibougamine-gakuen-mirai-hen" "ダンガンロンパ3 -The End of 希望ヶ峰学園- 未来編" 74.33 131 16306 "2016-07-11" 2016 7 11 "2016-09-26" 710 2109 "R" "17+ (violence & profanity)" 12 288 "Action/Horror/Mystery/Psychological" "Horror/Action/Psychological/Mystery"
43615 "danganronpa-3-monokuma-gekijou" "ダンガンロンパ3 モノクマ劇場" 74.3 2 170 "2016-10-27" 2016 10 27 "2016-12-21" 9410 2133 "PG" NA 3 9 "" "Horror/Comedy"
12531 "pokemon-generations" "ポケモンジェネレーションズ" 74.25 10 2842 "2016-09-16" 2016 9 16 "2016-12-23" 2889 2156 "PG" "Children" 18 72 "Adventure/Fantasy/Game/Kids/Action" "Virtual Reality/Fantasy/Action/Adventure/Proxy Battles/Kids"
10092 "yu-gi-oh-the-dark-side-of-dimensions" "遊☆戯☆王 THE DARK SIDE OF DIMENSIONS" 74.2 17 3811 "2016-04-23" 2016 4 23 "2016-04-23" 2427 2168 "PG" "Teens 13 or older" 1 130 "Adventure/Game/Friendship" "Proxy Battles/Card Games/Adventure/Friendship/Shounen/Fantasy/Contemporary Fantasy/Science Fiction"
10950 "ajin-part-2-shoutotsu" "亜人　第２部「衝突」" 74.14 4 2477 "2016-05-06" 2016 5 6 "2016-05-06" 3149 2196 NA "None" 1 1 "Mystery/Horror/Supernatural/Action" "Fantasy/Horror/Action/Mystery"
12140 "hello-kiniro-mosaic-special" "きんいろモザイク Pretty Days" 74.03 1 1593 "2016-11-12" 2016 11 12 "2016-11-12" 3907 2248 "PG" "Teens 13 or older" 1 50 "Comedy/School/Slice of Life" "Comedy/School Life/Slice of Life"
13887 "love-live-u-s-final-love-live-opening-animation" "ラブライブ! μ's Final LoveLive! オープニングアニメーション" 73.99 2 575 "2016-03-31" 2016 3 31 "2016-03-31" 6003 2262 "G" NA 1 5 "Music" "Music/Idol"
11619 "prison-school-ova" "監獄学園[プリズンスクール] マッドワックス" 73.96 17 6841 "2016-03-04" 2016 3 4 "2016-03-04" 1641 2273 "R" "Mild Nudity" 1 25 "Comedy/Ecchi/Romance/School" "Comedy/School Life/Romance/Ecchi"
12024 "www-working" "WWW.WORKING!!" 73.83 29 9034 "2016-10-01" 2016 10 1 "2016-12-24" 1279 2321 "PG" "Teens 13 or older" 13 299 "Comedy/Slice of Life/Workplace" "Earth/Waitress/Working Life/Absurdist Humour/Japan/Comedy/Slice of Life/Asia/Present"
11353 "shokugeki-no-souma-ova" "食戟のソーマ" 73.77 14 6688 "2016-05-02" 2016 5 2 "2016-07-04" 1666 2346 "PG" "Teens 13 or older" 2 50 "School/Ecchi/Food" "School Life/Ecchi/Cooking/Shounen"
12023 "planetarian-chiisana-hoshi-no-yume" "planetarian～ちいさなほしのゆめ～" 73.72 37 6888 "2016-07-07" 2016 7 7 "2016-08-04" 1626 2366 "PG" "Teens 13 or older" 5 93 "Drama/Sci-Fi" "Earth/Post Apocalypse/Anti War/Drama/Future/Android/Robot/Science Fiction/Mecha/Disaster"
11498 "gantz-o" "GANTZ:O" 73.72 28 4310 "2016-10-14" 2016 10 14 "2016-10-14" 2257 2364 "R" "Mild Nudity" 1 96 "Action/Drama/Ecchi/Horror/Psychological/Sci-Fi/Supernatural/Gore" "Science Fiction/Fantasy/Horror/Drama/Action/Ecchi/Psychological/Violence/Seinen"
42547 "the-god-of-highschool" NA 73.69 1 371 "2016-06-10" 2016 6 10 "2016-06-10" 7146 2383 "G" NA 1 2 "" "Anime Influenced/Action/Fantasy/School Life"
12985 "crayon-shin-chan-gaiden-omocha-wars" "クレヨンしんちゃん外伝 おもちゃウォーズ" 73.64 0 98 "2016-11-09" 2016 11 9 "2017-02-01" 10936 2402 "G" NA 13 91 "Comedy/Kids/Action/Ecchi" "Comedy/Action/Ecchi/Kids"
11826 "fukigen-na-mononokean" "不機嫌なモノノケ庵" 73.63 49 8192 "2016-06-28" 2016 6 28 "2016-09-20" 1402 2404 "PG" "Teens 13 or older" 13 312 "Demons/Comedy/Supernatural" "Earth/Contemporary Fantasy/Fantasy/Japan/Asia/Present/Demon/Comedy"
12020 "kingsglaive-final-fantasy-xv" "KINGSGLAIVE FINAL FANTASY XV" 73.57 19 3700 "2016-07-09" 2016 7 9 "2016-07-09" 2467 2430 "PG" "Teens 13 or older" 1 115 "Action" "Action/Fantasy World/Super Power"
10467 "nanbaka" "ナンバカ" 73.51 176 16434 "2016-10-05" 2016 10 5 "2016-12-28" 702 2455 "PG" "Teens 13 or older" 13 299 "Comedy/Drama/Action" "Comedy/Drama/Action"
12361 "kaitou-joker-4th-season" "怪盗ジョーカー シーズン" 73.49 4 318 "2016-10-03" 2016 10 3 "2016-12-26" 7612 2466 "PG" "Children" 13 312 "Adventure/Comedy/Mystery" "Adventure/Comedy/Mystery"
11546 "digimon-adventure-tri-2-ketsui" "デジモンアドベンチャーtri.（トライ）第２章「決意」" 73.42 16 4868 "2016-03-12" 2016 3 12 "2016-03-12" 2071 2499 "PG" "Teens 13 or older" 1 88 "Action/Adventure/Comedy/Drama/Friendship" "Comedy/Drama/Action/Friendship/Adventure/Proxy Battles"
11323 "nijiiro-days" "虹色デイズ" 73.37 59 11816 "2016-01-10" 2016 1 10 "2016-06-26" 1005 2525 "PG" "Teens 13 or older" 24 312 "Comedy/Slice of Life/School/Romance" "Comedy/Slice of Life/Japan/Present/High School/School Life/Earth/Asia/Romance"
11621 "the-red-turtle" NA 73.32 5 732 "2016-09-01" 2016 9 1 "2016-09-01" 5433 2546 "PG" NA 1 81 "Drama/Adventure" "Drama/Adventure"
12321 "crayon-shin-chan-gaiden-alien-vs-shinnosuke" "クレヨンしんちゃん外伝 エイリアン vs. しんのすけ" 73.29 0 206 "2016-08-03" 2016 8 3 "2016-10-26" 8843 2564 "G" "All Ages" 13 104 "Comedy/Ecchi/Kids/Sci-Fi/Space" "Comedy/Science Fiction/Space/Ecchi/Kids"
11366 "kyoukai-no-rinne-tv-2nd-season" "境界のRINNE　第２シリーズ" 73.18 9 2839 "2016-04-09" 2016 4 9 "2016-09-24" 2891 2612 "PG" "Teens 13 or older" 25 600 "Comedy/Romance/School/Supernatural" "Comedy/Fantasy/School Life/Romance"
11681 "osomatsu-san-specials" "おそ松さん" 73.16 2 1103 "2016-01-29" 2016 1 29 "2016-01-29" 4609 2623 "PG" "Teens 13 or older" 1 21 "Comedy/Parody" "Comedy/Parody"
11806 "noblesse-awakening" "Noblesse: Awakening" 73.16 32 5977 "2016-02-04" 2016 2 4 "2016-02-04" 1815 2619 "R" "17+ (violence & profanity)" 1 31 "Action/School/Supernatural/Vampire" "Contemporary Fantasy/Vampire/Action/School Life"
12056 "tanaka-kun-wa-kyou-mo-kedaruge" "田中くんは今日もけだるげ" 73.16 8 2793 "2016-04-07" 2016 4 7 "2016-07-01" 2922 2618 "PG" "Children" 35 1050 "Comedy/School" "Comedy/School Life"
13262 "guomin-laogong-dai-huijia" "国民老公带回家" 73.1 11 1548 "2016-09-30" 2016 9 30 "2016-12-01" 3957 2645 "PG" "Teens 13 or older" 12 132 "School/Romance/Drama/Comedy" "Comedy/School Life/Drama/Romance"
11745 "love-live-sunshine" "ラブライブ！サンシャイン!!" 73.08 232 10606 "2016-07-02" 2016 7 2 "2016-09-24" 1112 2657 "PG" "Teens 13 or older" 13 312 "Music/School/Slice of Life" "Earth/School Clubs/Idol/Friendship/Stereotypes/Japan/Comedy/Asia/Plot Continuity/Present"
12255 "momokuri-tv" "ももくり" 73.04 8 1230 "2016-07-01" 2016 7 1 "2016-09-23" 4402 2669 "PG" "Teens 13 or older" 13 312 "Comedy/Romance/Slice of Life" "Comedy/Slice of Life/Romance"
13089 "trickster-edogawa-ranpo-shounen-tanteidan-yori-ova" "TRICKSTER -江戸川乱歩「少年探偵団」より-  OVA" 73.02 3 596 "2016-12-22" 2016 12 22 "2016-12-22" 5906 2683 "PG" NA 2 50 "Mystery" "Mystery"
13038 "otousan-wa-ai-no-hito" "お父さんは愛の人" 73.01 0 66 "2016-07-26" 2016 7 26 "2016-07-26" 12027 2686 "G" "All Ages" 1 3 "Slice of Life/Drama" "Slice of Life/Drama"
11432 "amanchu" "あまんちゅ！" 72.96 57 8672 "2016-07-08" 2016 7 8 "2016-09-23" 1330 2724 "PG" "Teens 13 or older" 12 276 "" "Super Deformed/High School/School Life/Sports/Comedy/Slice of Life/Friendship"
12203 "girls-und-panzer-der-film-arisu-war" "ガールズ＆パンツァー 劇場版" 72.87 8 1517 "2016-05-27" 2016 5 27 "2016-05-27" 4005 2753 "PG" "Teens 13 or older" 1 15 "" "School Life/Military/Friendship/School Clubs/All Girls School/Sports"
11802 "handa-kun" "はんだくん" 72.86 51 13780 "2016-07-08" 2016 7 8 "2016-09-23" 852 2757 "PG" "Teens 13 or older" 12 288 "Comedy/Slice of Life" "Earth/High School/Stereotypes/School Life/Japan/Comedy/Asia/Present/Slice of Life"
11023 "tales-of-zestiria-the-x" "テイルズ オブ ゼスティリア ザ クロス" 72.82 93 19368 "2016-07-10" 2016 7 10 "2016-09-25" 591 2777 "PG" "Teens 13 or older" 12 276 "Magic/Fantasy/Action/Adventure" "High Fantasy/Adventure/Action/Fantasy"
14260 "ling-yu-2nd-season" "灵域 第二季" 72.78 1 132 "2016-02-18" 2016 2 18 "2016-04-21" 10104 2800 "PG" NA 10 150 "Fantasy" "Fantasy/Fantasy World"
12108 "koi-ni-naritai-aquarium" "恋になりたいAQUARIUM" 72.78 0 749 "2016-04-27" 2016 4 27 "2016-04-27" 5377 2802 "PG" "Teens 13 or older" 1 7 "Music" "Music"
11475 "hibike-euphonium-movie-kitauji-koukou-suisougaku-bu-e-youkoso" "劇場版 響け！ユーフォニアム～北宇治高校吹奏楽部へようこそ～" 72.75 2 1996 "2016-04-23" 2016 4 23 "2016-04-23" 3525 2819 "PG" "Teens 13 or older" 1 103 "Music/School" "School Life/Music"
11772 "kekkai-sensen-ousama-no-restaurant-no-ousama" "血界戦線 王様のレストランの王様" 72.7 7 2717 "2016-06-03" 2016 6 3 "2016-06-03" 2979 2842 "R" "17+ (violence & profanity)" 1 24 "Comedy/Action/Fantasy/Super Power/Supernatural/Vampire" "Fantasy/Super Power/Vampire/Action"
11466 "kono-bijutsubu-ni-wa-mondai-ga-aru" "この美術部には問題がある！" 72.59 55 15013 "2016-07-08" 2016 7 8 "2016-09-23" 783 2902 "PG" "Teens 13 or older" 12 288 "School/Romance/Comedy" "Middle School/School Clubs/School Life/Comedy/Romance"
11910 "watashi-ga-motete-dousunda" "私がモテてどうすんだ" 72.59 189 18727 "2016-10-07" 2016 10 7 "2016-12-23" 621 2900 "PG" "Teens 13 or older" 12 276 "Comedy/Harem/Romance/School" "High School/Reverse Harem/School Life/Comedy/Romance/Harem"
11491 "last-exile-ginyoku-no-fam-movie-over-the-wishes" "劇場版 LASTEXILE 銀翼のファム Over the Wishes" 72.56 1 504 "2016-02-06" 2016 2 6 "2016-02-06" 6346 2917 "PG" "Teens 13 or older" 1 119 "Sci-Fi/Adventure/Action" "Science Fiction/Action/Adventure"
12505 "monster-strike-mermaid-rhapsody" "モンスターストライク『マーメイド・ラプソディ』" 72.36 0 323 "2016-08-14" 2016 8 14 "2016-08-14" 7563 2992 "PG" "Children" 1 51 "Action/Fantasy/Game" "Virtual Reality/Fantasy/Action"
14262 "spiritual-domain-third-season" "灵域 第三季" 72.35 0 120 "2016-07-21" 2016 7 21 "2016-10-06" 10376 3000 "PG" NA 12 180 "Fantasy" "Fantasy/Fantasy World"
12504 "monster-strike-the-movie-hajimari-no-basho-e" "モンスターストライク THE MOVIE はじまりの場所へ" 72.24 0 393 "2016-12-10" 2016 12 10 "2016-12-10" 7009 3051 "PG" "Children" 1 1 "Action/Fantasy/Game" "Virtual Reality/Fantasy/Action"
13078 "quanzhi-fashi" "全职法师" 72.18 18 4360 "2016-09-02" 2016 9 2 "2016-11-04" 2239 3082 "PG" "Teens 13 or older" 12 216 "Fantasy/Comedy/Magic/Supernatural/Martial Arts/School/Harem/Drama/Romance/Action" "Comedy/Magic/Fantasy/School Life/Harem/Drama/Romance/Action/Ecchi/Martial Arts"
11850 "mobile-suit-gundam-unicorn-re-0096" "機動戦士ガンダムUC（ユニコーン）RE:0096" 72.16 9 2307 "2016-04-03" 2016 4 3 "2016-09-11" 3264 3094 "PG" "Teens 13 or older" 22 506 "Action/Drama/Mecha/Military/Sci-Fi/Space" "Science Fiction/Mecha/Space/Action/Military/War/Space Travel/Space Battles/Space Opera/Piloted Robot"
11688 "mahoutsukai-precure" "魔法つかいプリキュア！" 72.14 13 1091 "2016-02-07" 2016 2 7 "2017-01-29" 4628 3106 "G" "All Ages" 50 1200 "Action/Fantasy/Magic/School/Slice of Life/Mahou Shoujo" "Magical Girl/Magic/Action/Fantasy/Slice of Life/School Life"
10951 "ajin-part-3-shougeki" "亜人 第3部「衝戟」" 72.14 4 2201 "2016-09-23" 2016 9 23 "2016-09-23" 3342 3105 NA "None" 1 2 "Mystery/Horror/Supernatural/Action" "Fantasy/Horror/Action/Mystery"
11570 "shounen-maid" "少年メイド" 72.11 36 6022 "2016-04-08" 2016 4 8 "2016-07-01" 1807 3116 "PG" "Teens 13 or older" 12 288 "Comedy/Slice of Life/Family" "Slice of Life/Comedy/Family"
11350 "tantei-opera-milky-holmes-movie-gyakushuu-no-milky-holmes" "劇場版 探偵オペラ ミルキィホームズ〜逆襲のミルキィホームズ〜" 72.08 2 445 "2016-02-27" 2016 2 27 "2016-02-27" 6661 3137 "PG" "Teens 13 or older" 1 70 "Comedy/Mystery/Super Power/Mahou Shoujo" "Comedy/Super Power/Magical Girl/Mystery"
11393 "kaitou-joker-3rd-season" "怪盗ジョーカー シーズン" 72.05 2 435 "2016-04-04" 2016 4 4 "2016-06-27" 6732 3154 "PG" "Children" 13 312 "Mystery/Comedy/Adventure" "Comedy/Adventure/Mystery"
10036 "koutetsujou-no-kabaneri" "甲鉄城のカバネリ" 71.97 248 36610 "2016-04-08" 2016 4 8 "2016-07-01" 244 3189 "R" "Violence, Profanity" 12 264 "Fantasy/Action/Drama/Horror/Zombies" "Zombie/Violence/Asia/Earth/Epidemic/Alternative Past/Past/Japan/Post Apocalypse/Steampunk"
11911 "precure-all-stars-movie-minna-de-utau-kiseki-no-mahou" "映画プリキュアオールスターズ みんなで歌う♪奇跡の魔法！" 71.91 2 239 "2016-03-19" 2016 3 19 "2016-03-19" 8436 3222 "G" "All Ages" 1 70 "Action/Comedy/Fantasy/Magic/Music" "Comedy/Magic/Music/Fantasy/Action"
11836 "monster-musume-no-iru-nichijou-ova" "モンスター娘のいる日常 OVA" 71.91 21 5765 "2016-11-12" 2016 11 12 "2017-04-13" 1854 3219 "R" "Mild Nudity" 2 46 "Comedy/Ecchi/Fantasy/Harem/Romance" "Earth/Fantasy/Parental Abandonment/Ecchi/Contemporary Fantasy/Japan/Comedy/Slice of Life/Asia/Present"
11213 "selector-destructed-wixoss" "劇場版 selector destructed WIXOSS" 71.8 2 1917 "2016-02-13" 2016 2 13 "2016-02-13" 3589 3280 "G" "All Ages" 1 89 "Game/Psychological" "Virtual Reality/Psychological/Card Games"
12197 "honobono-log" "ほのぼのログ" 71.79 33 4399 "2016-06-07" 2016 6 7 "2016-06-18" 2215 3287 "G" "All Ages" 10 20 "Romance/Slice of Life" "Slice of Life/Romance"
11342 "owari-no-seraph-kyuuketsuki-shahar" "終わりのセラフ 吸血鬼シャハル" 71.78 18 4198 "2016-05-02" 2016 5 2 "2016-05-02" 2290 3299 "R" "17+ (violence & profanity)" 1 23 "Military/Action/Drama/Vampire/Supernatural" "Fantasy/Vampire/Drama/Action/Shounen"
11605 "kuromukuro" "クロムクロ" 71.77 38 9311 "2016-04-07" 2016 4 7 "2016-09-29" 1240 3308 "R" "17+ (violence & profanity)" 26 624 "Mecha/Action/Sci-Fi" "Robot/Piloted Robot/Science Fiction/Mecha/Plot Continuity/Action"
11204 "zutto-mae-kara-suki-deshita-kokuhaku-jikkou-iinkai" "ずっと前から好きでした。～告白実行委員会～" 71.77 47 10223 "2016-04-23" 2016 4 23 "2016-04-23" 1151 3306 "PG" "Teens 13 or older" 1 63 "Romance/School" "Slow When It Comes To Love/Summer/Love Polygon/Asia/Romance/Present/Japan/Earth/School Life"
11749 "the-idolm-ster-cinderella-girls-anytime-anywhere-with-cinderella" "アイドルマスター シンデレラガールズ 第26話「Anytime, Anywhere with Cinderella.」" 71.69 2 752 "2016-02-25" 2016 2 25 "2016-02-25" 5370 3358 "PG" "Teens 13 or older" 1 29 "Comedy/Drama/Music" "Comedy/Music/Drama"
12720 "osomatsu-san-hashire-oumatsu-san" "おそ松さん おうまでこばなし" 71.62 1 764 "2016-12-13" 2016 12 13 "2016-12-13" 5326 3378 "R" "17+ (violence & profanity)" 1 24 "Comedy/Parody/Sports" "Comedy/Parody"
13924 "zutto-mae-kara-suki-deshita-kokuhaku-jikkou-linkai-kinyoubi-no-ohayou" "ずっと前から好きでした。～告白実行委員会～ 「金曜日のおはよう」" 71.61 3 998 "2016-10-26" 2016 10 26 "2016-10-26" 4799 3383 "PG" NA 1 3 "School/Romance" "Romance/School Life"
12283 "tales-of-zestiria-the-x-saiyaku-no-jidai" "テイルズ オブ ゼスティリア ザ クロス #00 災厄の時代" 71.51 6 4368 "2016-07-03" 2016 7 3 "2016-07-03" 2233 3437 "PG" "Teens 13 or older" 1 23 "Magic/Adventure/Action/Fantasy" "Fantasy/Action"
11553 "sousei-no-onmyouji" "双星の陰陽師" 71.48 164 24581 "2016-04-06" 2016 4 6 "2017-03-29" 431 3455 "PG" "Teens 13 or older" 50 1200 "Action/Fantasy/Supernatural/Romance" "Fantasy/Sudden Girlfriend Appearance/Horror/Action/Romance/Comedy/Contemporary Fantasy/Super Power/Shounen"
11557 "ghost-in-the-shell-the-new-movie-virtual-reality-diver" "攻殻機動隊 新劇場版 Virtual Reality Diver" 71.47 0 552 "2016-06-30" 2016 6 30 "2016-06-30" 6118 3465 "PG" "Teens 13 or older" 1 10 "Police/Sci-Fi" "Science Fiction/Cops"
12003 "ginga-kikoutai-majestic-prince-movie" "劇場版 銀河機攻隊 マジェスティックプリンス 覚醒の遺伝子" 71.46 2 557 "2016-11-04" 2016 11 4 "2016-11-04" 6091 3467 "PG" "Teens 13 or older" 1 77 "Mecha/School/Space/Sci-Fi/Action" "Science Fiction/Space/School Life/Mecha/Action"
11217 "uta-no-prince-sama-maji-love-legend-star" "うたの☆プリンスさまっ♪マジLOVE レジェンドスター" 71.42 19 2686 "2016-10-02" 2016 10 2 "2016-12-25" 3000 3489 "PG" "Teens 13 or older" 13 312 "Comedy/Music/Romance/Harem" "Comedy/Harem/Music/Drama/Psychological"
13198 "answer-2016" "アンサー" 71.37 1 551 "2016-12-21" 2016 12 21 "2016-12-21" 6124 3526 "PG" "Teens 13 or older" 1 5 "Music/Game/Slice of Life/Drama" "Virtual Reality/Slice of Life/Drama"
9992 "macross-delta" "マクロスΔ（デルタ）" 71.36 30 5740 "2016-04-03" 2016 4 3 "2016-09-25" 1858 3532 "PG" "Teens 13 or older" 26 598 "Action/Mecha/Music/Romance/Sci-Fi/Military/Space" "Robot/Idol/Future/Transforming Craft/Piloted Robot/Other Planet/The Arts/Science Fiction/Action/Space"
